LSOA11CD,GridE100_mean,GridN100_mean,Count,Need_Mid,Need_High
E01016233,"486,712.33","167,852.49",43,0,0
E01016234,"485,511.16","162,352.79",19,0,0
E01016235,"484,827.73","162,617.41",22,0,0
E01016236,"485,148.76","162,485.92",25,0,0
E01016237,"484,811.33","162,214.04",24,0,0
E01016238,"487,099.10","170,027.17",30,0,0
E01016239,"486,292.08","170,214.68",37,0,0
E01016240,"486,602.81","169,953.08",36,0,0
E01016241,"485,711.98","169,897.92",52,0,0
E01016242,"485,942.82","169,676.89",45,0,0
E01016243,"488,490.93","169,966.89",27,0,0
E01016245,"487,836.29","170,274.13",45,0,0
E01016246,"488,382.76","170,505.64",25,0,0
E01016247,"486,942.92","170,620.66",38,0,0
E01016248,"486,391.63","167,993.63",27,0,0
E01016249,"486,982.46","168,898.57",37,0,0
E01016250,"486,466.86","168,415.32",28,0,0
E01016253,"489,762.70","170,637.74",27,0,0
E01016254,"459,786.80","162,679.00",5,0,0
E01016255,"455,039.50","164,783.00",2,0,0
E01016258,"465,657.66","173,003.77",35,0,0
E01016259,"465,765.81","172,845.94",31,0,0
E01016260,"466,402.19","172,609.88",32,0,0
E01016261,"465,910.91","174,352.00",22,0,0
E01016262,"465,966.33","173,519.58",36,0,0
E01016263,"451,815.68","173,168.08",74,0,0
E01016265,"453,430.78","171,853.00",9,0,0
E01016269,"467,373.94","169,410.15",48,0,0
E01016270,"465,908.14","168,088.86",14,0,0
E01016271,"467,878.86","171,783.18",22,0,0
E01016272,"467,271.52","171,956.11",44,0,0
E01016273,"466,092.55","171,996.59",29,0,0
E01016274,"467,374.16","171,610.96",25,0,0
E01016275,"466,492.15","171,697.55",20,0,0
E01016276,"465,821.40","171,582.16",25,0,0
E01016277,"447,695.07","174,058.61",59,0,0
E01016278,"449,674.93","172,362.91",43,0,0
E01016279,"448,194.60","167,723.20",35,0,0
E01016280,"448,918.86","167,704.63",35,1,0
E01016281,"448,129.56","168,213.13",32,0,0
E01016282,"448,912.85","168,203.59",34,0,0
E01016283,"450,567.73","170,195.81",52,0,0
E01016284,"451,371.00","169,356.71",35,0,0
E01016285,"453,787.09","175,663.20",66,0,0
E01016286,"452,027.98","179,837.85",55,0,0
E01016287,"443,222.85","179,930.71",79,0,0
E01016288,"446,992.09","178,287.91",81,0,0
E01016289,"445,570.21","164,150.18",34,0,0
E01016290,"445,488.95","164,642.78",41,0,0
E01016291,"446,141.08","166,003.67",36,0,0
E01016292,"445,892.28","165,259.28",29,0,0
E01016293,"448,451.92","165,419.03",72,0,0
E01016294,"447,872.21","166,052.67",33,0,0
E01016295,"447,671.92","165,678.65",26,1,0
E01016296,"433,760.33","168,241.36",42,0,0
E01016297,"433,838.85","167,688.64",33,0,0
E01016298,"433,926.46","169,244.02",59,0,0
E01016299,"433,395.56","168,391.89",36,0,0
E01016300,"438,466.67","166,626.26",39,0,0
E01016301,"438,318.28","167,246.88",139,0,0
E01016302,"442,225.85","165,339.95",62,0,0
E01016303,"437,284.32","175,528.62",76,0,0
E01016304,"432,857.17","177,077.34",76,0,0
E01016305,"432,440.25","179,777.68",53,0,0
E01016306,"433,011.12","178,763.48",42,0,0
E01016310,"446,978.31","167,929.63",49,0,0
E01016311,"446,656.18","167,396.98",44,0,0
E01016312,"446,465.40","166,823.33",43,0,0
E01016315,"465,885.10","175,094.90",21,0,0
E01016316,"465,737.50","175,666.38",8,0,0
E01016317,"466,590.67","175,578.17",6,0,0
E01016318,"466,081.95","175,626.60",20,0,0
E01016319,"446,577.66","166,482.48",44,0,0
E01016320,"447,186.91","166,194.31",35,0,0
E01016321,"447,073.72","165,533.44",32,0,0
E01016322,"446,590.19","165,671.06",31,0,0
E01016323,"446,029.47","168,341.38",55,0,0
E01016324,"447,452.76","168,974.70",50,0,0
E01016325,"446,194.12","168,055.35",26,0,0
E01016326,"443,910.85","170,228.53",92,0,0
E01016329,"451,412.55","166,779.55",22,0,0
E01016330,"451,823.26","166,890.43",23,0,0
E01016331,"451,335.24","167,838.88",25,0,0
E01016332,"451,474.05","167,307.34",41,0,0
E01016333,"452,592.52","167,958.97",33,0,0
E01016334,"452,042.77","167,822.32",31,0,0
E01016335,"451,479.65","168,216.50",26,0,0
E01016336,"451,861.32","167,729.84",25,0,0
E01016337,"452,134.64","166,991.98",42,0,0
E01016338,"452,687.97","167,002.91",34,0,0
E01016339,"452,778.96","165,658.52",84,0,0
E01016340,"450,750.31","167,761.09",32,0,0
E01016341,"450,730.65","167,373.26",23,0,0
E01016342,"449,977.21","167,433.71",38,0,0
E01016343,"450,618.27","168,255.82",22,0,0
E01016346,"447,599.15","167,634.89",46,0,0
E01016347,"447,082.21","166,935.80",81,1,1
E01016348,"447,714.00","166,750.11",46,0,0
E01016349,"466,538.14","175,154.68",28,0,0
E01016350,"466,204.71","174,705.39",31,0,0
E01016356,"469,480.67","173,233.04",24,0,0
E01016357,"469,904.04","173,176.46",24,0,0
E01016359,"469,538.62","173,876.24",29,1,0
E01016360,"470,035.66","173,607.03",29,0,0
E01016361,"469,734.14","173,505.68",22,1,0
E01016380,"466,809.63","174,355.55",38,0,0
E01016381,"468,017.57","174,167.38",21,1,0
E01016382,"468,543.68","174,245.65",31,1,0
E01016383,"467,507.70","174,103.85",27,0,0
E01016384,"467,090.10","174,989.64",42,0,0
E01016385,"467,637.87","174,632.90",30,0,0
E01016392,"469,838.05","172,854.05",42,0,0
E01016394,"467,879.18","172,896.39",28,1,0
E01016395,"468,427.97","172,985.94",32,0,0
E01016396,"468,234.63","173,621.84",19,1,0
E01016397,"468,513.65","173,742.87",23,1,0
E01016398,"468,839.10","173,783.90",21,0,0
E01016399,"468,963.61","173,337.22",23,0,0
E01016400,"469,227.56","173,539.76",25,0,0
E01016419,"469,458.74","172,477.08",39,0,0
E01016420,"468,706.67","172,076.63",27,1,0
E01016421,"468,320.88","171,919.96",26,0,0
E01016422,"467,933.56","172,194.04",27,1,0
E01016423,"468,822.33","171,778.06",36,1,0
E01016424,"469,534.28","171,982.76",29,0,0
E01016431,"466,667.35","173,981.86",43,0,0
E01016432,"466,287.38","173,717.08",39,0,0
E01016433,"467,143.19","173,703.95",37,0,0
E01016434,"467,794.27","173,352.54",41,0,0
E01016435,"467,181.74","173,229.32",31,0,0
E01016436,"466,527.22","173,228.74",27,0,0
E01016442,"469,891.00","170,044.00",1,1,0
E01016543,"487,689.75","174,092.25",4,0,0
E01016575,"499,750.95","174,509.05",38,0,0
E01016576,"501,142.13","173,116.47",45,0,0
E01016577,"501,110.65","174,504.35",20,0,0
E01016578,"485,473.33","174,930.33",3,0,0
E01016579,"481,333.81","180,594.67",21,0,0
E01016581,"482,817.99","175,959.92",88,0,0
E01016610,"477,372.79","169,055.93",14,0,0
E01016611,"477,096.83","166,780.50",6,0,0
E01016612,"478,506.79","167,401.91",58,0,0
E01016619,"477,434.33","175,707.59",27,0,0
E01016620,"477,684.77","175,805.81",26,0,0
E01016625,"480,115.78","168,873.27",37,0,0
E01016626,"480,651.85","168,668.59",46,0,0
E01016627,"479,714.05","169,951.30",40,0,0
E01016628,"480,224.39","169,648.55",31,0,0
E01016629,"479,215.27","169,370.53",30,0,0
E01016630,"479,057.38","168,662.04",26,0,0
E01016631,"479,458.65","168,729.25",20,0,0
E01016632,"479,565.89","168,246.86",36,0,0
E01016633,"480,260.21","166,880.41",29,0,0
E01016634,"480,055.77","167,650.85",39,0,0
E01016635,"479,102.83","169,137.87",23,0,0
E01016636,"480,280.94","165,581.58",31,0,0
E01016637,"480,899.37","164,909.11",27,0,0
E01016638,"479,808.12","165,637.24",17,0,0
E01016639,"479,403.75","165,887.83",24,0,0
E01016640,"479,982.02","163,730.63",81,0,0
E01016641,"477,915.58","163,926.09",55,0,0
E01016642,"479,504.94","165,029.82",17,0,0
E01016643,"479,151.15","165,202.95",20,0,0
E01016644,"476,349.00","170,668.00",1,0,0
E01016647,"476,452.00","170,616.00",1,0,0
E01016656,"480,662.87","172,430.32",97,0,0
E01016657,"479,486.59","174,254.85",46,0,0
E01016670,"482,204.66","169,517.45",47,0,0
E01016671,"481,198.04","169,134.02",49,0,0
E01016672,"482,630.28","168,872.69",32,0,0
E01016673,"481,798.13","168,980.53",40,1,0
E01016674,"481,623.67","169,591.67",24,1,0
E01016675,"478,800.71","179,934.06",35,0,0
E01016676,"478,786.17","178,588.21",42,0,0
E01016677,"480,361.55","179,016.09",55,0,0
E01016678,"479,629.33","177,082.07",67,0,0
E01016692,"479,140.44","175,760.32",34,0,0
E01016693,"479,549.95","175,331.38",21,0,0
E01016694,"478,777.61","176,145.16",56,0,0
E01016695,"478,883.19","176,931.67",42,0,0
E01016696,"481,418.40","168,536.31",42,0,0
E01016699,"480,935.53","167,533.07",43,0,0
E01016700,"478,646.28","170,267.94",50,0,0
E01016701,"478,498.10","171,136.77",39,0,0
E01016702,"477,383.43","171,077.38",37,0,0
E01016703,"477,632.79","169,958.14",42,0,0
E01016704,"477,937.89","170,664.31",36,0,0
E01016705,"482,741.11","166,085.39",57,0,0
E01016706,"483,501.73","165,065.45",33,0,0
E01016707,"484,046.92","164,907.24",37,0,0
E01016708,"482,468.65","164,347.65",34,0,0
E01016709,"483,580.51","164,576.93",41,0,0
E01016717,"483,952.20","240,266.73",30,0,0
E01016718,"485,253.53","239,680.81",32,1,0
E01016719,"483,235.93","239,727.48",40,0,0
E01016720,"483,917.34","239,913.22",32,1,0
E01016721,"485,113.13","239,792.67",24,1,0
E01016722,"483,593.19","239,475.50",52,0,0
E01016723,"484,245.28","239,330.75",60,0,0
E01016724,"484,470.89","239,112.32",47,1,1
E01016731,"487,352.89","239,148.68",28,1,0
E01016732,"487,341.30","238,616.10",10,0,0
E01016734,"490,736.95","234,192.83",59,0,0
E01016735,"492,500.37","236,603.70",54,0,0
E01016736,"492,789.19","235,747.29",42,0,0
E01016759,"480,039.45","246,595.45",33,0,0
E01016760,"482,846.55","243,153.73",73,0,0
E01016761,"480,248.89","246,980.83",47,0,0
E01016762,"485,103.00","242,189.29",24,0,0
E01016763,"486,487.09","241,618.91",34,0,0
E01016764,"486,003.64","241,858.69",36,0,0
E01016765,"485,348.76","241,620.66",29,0,0
E01016766,"486,221.95","241,159.36",22,0,0
E01016767,"486,027.59","242,700.48",29,0,0
E01016768,"486,021.36","240,090.52",33,0,0
E01016769,"487,672.39","241,314.77",44,0,0
E01016770,"486,722.71","240,845.49",35,0,0
E01016771,"485,651.23","240,927.97",31,0,0
E01016772,"486,089.50","240,551.68",34,1,0
E01016773,"486,531.16","240,369.95",37,0,0
E01016783,"489,481.11","238,372.03",37,0,0
E01016786,"486,273.23","243,580.66",35,0,0
E01016787,"486,821.24","243,433.89",45,0,0
E01016788,"486,110.03","244,313.82",33,0,0
E01016789,"485,821.71","243,958.54",28,0,0
E01016790,"486,490.39","243,904.39",18,0,0
E01016791,"487,316.53","243,140.62",34,0,0
E01016792,"487,063.33","242,811.00",18,0,0
E01016793,"488,369.72","243,501.26",47,0,0
E01016794,"487,822.38","243,787.38",55,0,0
E01016795,"487,324.30","243,593.90",50,0,0
E01016796,"488,867.18","251,759.18",44,0,0
E01016797,"489,266.72","251,328.12",43,0,0
E01016798,"488,360.30","252,004.34",47,0,0
E01016799,"487,338.25","251,189.21",56,0,0
E01016800,"491,709.09","253,037.15",47,0,0
E01016801,"489,201.13","247,692.66",62,0,0
E01016802,"485,426.42","247,460.64",53,0,0
E01016803,"492,076.71","244,305.63",51,0,0
E01016804,"484,787.07","241,206.75",28,1,0
E01016805,"482,770.44","240,324.59",32,0,0
E01016806,"483,782.21","241,356.28",29,1,1
E01016807,"483,646.42","240,727.31",36,0,0
E01016808,"483,243.66","240,546.89",35,0,0
E01016809,"484,564.93","241,609.13",15,0,0
E01016810,"481,581.81","239,763.31",26,1,0
E01016811,"480,195.92","239,707.17",12,1,1
E01016812,"479,635.81","239,958.62",26,0,0
E01016813,"482,655.33","239,413.00",3,0,0
E01016814,"479,185.34","239,536.41",41,0,0
E01016816,"480,883.00","238,973.67",3,0,0
E01016817,"479,344.46","240,477.21",24,0,0
E01016818,"478,778.75","240,465.44",59,0,0
E01016819,"482,098.54","240,062.46",13,1,1
E01016835,"483,234.11","241,440.21",28,1,1
E01016836,"481,297.32","240,844.32",28,0,0
E01016837,"481,614.61","240,972.29",41,0,0
E01016838,"481,643.07","240,475.70",27,0,0
E01016839,"481,038.07","240,127.73",15,1,1
E01016840,"480,614.58","240,843.52",60,0,0
E01016841,"482,606.04","241,379.00",46,0,0
E01016916,"524,532.46","107,532.75",24,0,0
E01016917,"525,035.29","107,592.29",17,0,0
E01016918,"524,796.33","107,222.06",18,1,0
E01016919,"525,940.52","106,925.62",21,0,0
E01016920,"525,525.82","106,902.55",22,0,0
E01016921,"524,941.95","106,705.16",19,1,0
E01016922,"525,245.27","106,706.60",15,0,0
E01016973,"525,346.34","105,950.69",29,0,0
E01016974,"526,209.64","105,351.67",36,0,0
E01016975,"525,857.50","105,319.73",22,1,0
E01016976,"526,097.63","106,162.29",24,0,0
E01016977,"525,828.14","106,501.14",28,0,0
E01016978,"525,690.00","105,819.13",30,0,0
E01016992,"526,719.00","104,547.00",1,0,0
E01017136,"441,639.63","112,605.70",40,1,0
E01017137,"441,546.74","112,777.21",19,1,1
E01017138,"441,463.95","112,927.14",42,0,0
E01017139,"442,402.13","111,855.07",60,1,1
E01017140,"441,790.57","111,863.79",47,1,1
E01017142,"442,882.36","111,103.52",33,1,1
E01017144,"442,408.59","115,918.41",29,1,0
E01017145,"442,279.58","116,725.40",55,0,0
E01017146,"441,817.56","116,063.96",54,0,0
E01017147,"441,143.43","115,374.93",42,0,0
E01017148,"441,951.08","116,521.42",36,0,0
E01017149,"442,641.44","115,708.84",32,1,0
E01017150,"441,568.36","115,576.16",45,0,0
E01017151,"440,457.72","115,455.67",43,0,0
E01017152,"440,546.93","114,991.12",43,0,0
E01017153,"442,489.38","112,405.08",24,1,0
E01017154,"443,140.05","112,536.04",55,1,1
E01017155,"442,667.16","112,891.51",37,1,1
E01017156,"442,683.80","112,452.20",25,1,0
E01017157,"442,386.67","113,912.33",21,0,0
E01017158,"442,128.91","113,470.55",55,0,0
E01017159,"442,480.36","113,553.70",33,0,0
E01017160,"442,358.22","113,192.18",49,0,0
E01017162,"446,786.53","112,771.11",47,0,0
E01017163,"447,054.08","112,262.53",49,1,1
E01017164,"446,022.63","112,737.02",43,1,0
E01017165,"447,284.43","112,566.62",37,1,0
E01017166,"446,565.37","112,364.19",43,1,1
E01017167,"446,848.27","111,839.49",41,1,1
E01017168,"447,265.90","111,732.38",29,1,1
E01017169,"446,534.59","111,526.38",32,1,0
E01017170,"446,751.18","111,262.03",34,0,0
E01017171,"444,194.93","113,599.93",43,0,0
E01017172,"443,613.48","113,364.15",48,0,0
E01017173,"444,558.49","113,733.49",45,0,0
E01017174,"444,770.91","115,131.61",33,0,0
E01017175,"444,211.69","114,791.62",29,0,0
E01017176,"444,790.55","114,483.98",42,0,0
E01017177,"443,979.24","114,107.44",34,0,0
E01017178,"444,273.97","114,265.24",29,0,0
E01017179,"445,075.05","114,608.62",39,1,1
E01017180,"439,653.27","116,395.82",22,0,0
E01017181,"438,886.95","116,372.10",20,0,0
E01017182,"438,862.13","115,821.06",16,0,0
E01017183,"440,255.47","116,334.76",17,0,0
E01017184,"438,404.88","115,863.63",16,0,0
E01017185,"440,056.35","115,789.95",40,1,0
E01017186,"439,295.38","115,631.45",29,1,0
E01017187,"439,683.50","115,602.12",26,0,0
E01017188,"439,267.19","115,268.28",36,1,0
E01017189,"441,044.42","113,008.92",24,0,0
E01017190,"441,405.34","113,213.16",38,0,0
E01017191,"440,780.38","112,901.11",37,0,0
E01017192,"440,330.02","113,128.00",41,0,0
E01017193,"440,209.88","112,832.15",40,0,0
E01017194,"440,906.14","112,484.40",43,1,0
E01017195,"440,511.52","112,486.26",50,1,0
E01017196,"441,739.90","113,490.65",49,0,0
E01017197,"440,809.77","113,417.30",30,0,0
E01017198,"446,790.78","113,307.38",37,0,0
E01017199,"445,822.09","113,243.67",45,0,0
E01017200,"445,377.57","113,220.57",56,0,0
E01017201,"445,280.22","114,310.56",41,1,0
E01017202,"445,194.59","113,803.15",39,1,1
E01017203,"444,868.55","113,672.32",31,0,0
E01017204,"445,715.86","114,009.93",29,0,0
E01017205,"446,422.56","113,663.25",32,1,1
E01017206,"445,973.61","113,666.05",41,0,0
E01017207,"438,915.11","114,383.39",36,1,1
E01017208,"438,745.24","113,898.58",38,1,1
E01017209,"439,502.18","113,960.15",33,0,0
E01017210,"438,490.50","113,609.63",30,1,1
E01017211,"439,718.91","113,666.55",55,0,0
E01017212,"439,231.00","113,655.39",23,0,0
E01017213,"439,930.35","113,376.11",37,0,0
E01017214,"438,920.63","112,981.80",30,0,0
E01017215,"439,213.86","113,269.24",42,0,0
E01017216,"439,846.50","112,939.42",36,1,0
E01017217,"444,204.52","112,126.12",25,0,0
E01017218,"444,687.00","112,073.82",28,1,1
E01017219,"443,825.95","111,446.02",44,1,0
E01017220,"444,831.09","111,389.21",33,0,0
E01017221,"444,325.04","111,705.04",25,0,0
E01017222,"444,391.36","111,377.21",28,0,0
E01017223,"444,374.54","113,015.00",24,0,0
E01017224,"445,029.88","112,758.13",32,0,0
E01017225,"444,697.94","112,439.19",32,1,0
E01017226,"442,201.91","114,116.82",45,0,0
E01017227,"442,761.74","113,786.21",19,0,0
E01017228,"443,207.71","113,821.71",31,1,1
E01017231,"443,071.10","114,818.00",41,0,0
E01017232,"442,363.94","114,727.68",34,0,0
E01017233,"443,507.65","114,096.09",43,1,0
E01017234,"443,126.47","114,413.06",34,1,1
E01017235,"442,811.89","114,063.07",28,0,0
E01017236,"437,671.61","114,262.93",28,1,0
E01017237,"438,122.93","113,983.48",40,1,1
E01017238,"438,510.96","114,425.11",28,1,1
E01017239,"437,752.00","113,576.36",25,1,0
E01017240,"437,327.90","113,875.14",29,1,1
E01017241,"438,115.91","115,285.00",22,1,0
E01017242,"438,416.37","115,048.19",27,0,0
E01017243,"438,887.03","115,229.97",30,0,0
E01017244,"437,898.91","114,911.06",33,1,0
E01017245,"438,057.85","114,539.85",33,1,1
E01017246,"439,729.44","114,255.66",50,0,0
E01017247,"440,434.43","113,695.88",40,0,0
E01017248,"440,680.94","114,154.60",35,0,0
E01017249,"440,990.09","113,859.35",34,0,0
E01017250,"440,104.88","113,945.97",34,1,0
E01017251,"439,571.81","114,763.37",27,1,0
E01017252,"440,835.39","114,697.20",44,0,0
E01017253,"439,285.06","114,719.44",32,1,0
E01017254,"440,297.31","114,395.50",36,0,0
E01017255,"445,216.94","111,843.73",33,0,0
E01017256,"445,542.54","112,374.19",37,0,0
E01017257,"446,273.13","111,981.93",30,0,0
E01017258,"445,525.15","111,604.45",33,0,0
E01017259,"445,992.41","111,800.63",27,0,0
E01017260,"445,951.08","111,291.56",25,0,0
E01017261,"445,281.47","111,136.53",34,0,0
E01017262,"446,171.62","110,894.69",26,0,0
E01017263,"445,735.00","110,642.25",24,0,0
E01017264,"443,912.71","115,751.36",28,1,1
E01017265,"444,355.42","115,876.29",38,1,1
E01017266,"443,353.41","115,703.23",22,1,1
E01017267,"443,552.26","115,406.26",19,0,0
E01017270,"443,263.48","116,283.00",21,0,0
E01017271,"443,755.46","116,165.96",28,0,0
E01017272,"443,184.76","116,015.96",25,1,1
E01017273,"444,206.86","110,834.28",29,0,0
E01017274,"445,061.65","110,055.74",23,1,1
E01017275,"444,691.63","110,663.73",30,0,0
E01017276,"443,840.86","110,966.17",42,1,1
E01017277,"445,523.36","110,208.07",14,0,0
E01017278,"443,741.68","110,437.89",19,0,0
E01017279,"444,150.68","110,252.84",25,0,0
E01017280,"444,716.92","109,984.27",26,1,0
E01017281,"444,640.37","109,757.47",19,1,1
E01017282,"458,597.85","91,220.70",40,0,0
E01017283,"457,675.21","90,330.59",56,0,0
E01017284,"464,462.35","88,148.83",81,0,0
E01017285,"464,995.62","87,537.93",73,0,0
E01017286,"456,563.60","92,243.46",57,0,0
E01017287,"457,501.91","91,980.08",53,0,0
E01017288,"462,896.07","89,006.35",57,0,0
E01017289,"460,463.26","87,019.31",91,0,0
E01017290,"442,629.37","86,863.62",94,0,0
E01017291,"442,542.77","82,884.64",39,0,0
E01017292,"449,067.33","88,776.05",40,0,0
E01017293,"448,629.44","88,835.21",43,0,0
E01017294,"447,585.94","88,130.58",52,0,0
E01017295,"447,935.83","88,957.66",29,1,0
E01017296,"452,482.35","85,601.85",60,0,0
E01017297,"447,802.09","82,956.26",90,0,0
E01017298,"451,450.30","77,526.51",71,0,0
E01017299,"449,379.17","77,779.35",71,0,0
E01017300,"449,295.17","96,180.80",115,0,0
E01017301,"448,753.77","95,834.07",30,0,0
E01017302,"448,872.32","95,166.71",34,0,0
E01017303,"449,461.87","95,634.39",31,0,0
E01017304,"449,267.15","95,334.92",26,0,0
E01017305,"449,766.03","95,489.10",40,0,0
E01017306,"449,526.48","94,976.71",21,0,0
E01017307,"450,690.97","95,631.62",65,0,0
E01017308,"450,693.73","95,004.66",44,0,0
E01017309,"450,335.78","95,227.43",37,0,0
E01017310,"452,213.27","89,794.23",52,0,0
E01017311,"450,629.33","89,581.72",36,0,0
E01017312,"433,706.59","86,953.59",93,0,0
E01017315,"433,726.67","87,478.52",46,0,0
E01017316,"447,734.47","95,144.28",58,0,0
E01017317,"458,997.85","83,859.53",34,0,0
E01017318,"458,730.14","83,645.50",22,0,0
E01017319,"458,963.95","83,283.21",42,0,0
E01017320,"458,415.00","83,131.65",37,0,0
E01017321,"449,772.36","87,837.88",33,0,0
E01017322,"449,401.60","88,479.30",30,1,0
E01017323,"456,668.95","85,176.45",40,0,0
E01017324,"456,274.76","83,571.11",37,0,0
E01017325,"449,456.39","89,462.90",31,0,0
E01017326,"449,845.23","89,165.19",70,1,0
E01017327,"449,978.09","88,608.42",43,0,0
E01017328,"449,556.33","88,856.22",36,0,0
E01017329,"448,660.21","93,580.26",53,0,0
E01017331,"450,740.10","89,012.93",40,1,0
E01017332,"450,795.36","89,115.08",25,1,0
E01017333,"448,992.53","90,159.26",43,0,0
E01017334,"449,445.31","91,143.31",36,0,0
E01017335,"459,714.61","92,436.91",46,0,0
E01017336,"459,373.95","92,654.37",60,1,0
E01017337,"459,062.17","92,528.19",53,0,0
E01017338,"458,446.32","92,497.54",37,0,0
E01017339,"459,046.53","91,628.94",36,0,0
E01017340,"459,338.80","92,106.52",44,0,0
E01017341,"457,995.51","92,015.05",39,1,0
E01017342,"458,706.45","91,965.13",47,0,0
E01017343,"460,130.90","91,417.37",30,0,0
E01017344,"460,460.51","91,585.91",43,0,0
E01017345,"459,716.89","91,671.54",35,1,1
E01017346,"460,068.31","92,140.06",35,0,0
E01017347,"460,330.31","84,983.40",48,0,0
E01017348,"459,869.03","84,534.68",40,0,0
E01017349,"459,659.45","84,176.03",73,0,0
E01017350,"459,522.87","84,801.10",39,1,0
E01017351,"462,157.10","91,259.57",81,0,0
E01017352,"462,793.85","90,842.63",59,0,0
E01017353,"440,149.18","88,800.50",66,0,0
E01017354,"436,146.76","89,484.14",74,0,0
E01017355,"457,470.97","81,571.72",39,0,0
E01017356,"458,377.85","81,804.89",47,0,0
E01017357,"458,561.00","82,398.08",38,0,0
E01017358,"458,137.21","82,483.79",42,0,0
E01017359,"457,865.83","80,804.88",60,0,0
E01017360,"458,232.43","81,268.46",74,0,0
E01017361,"432,505.19","86,580.90",69,0,0
E01017362,"432,846.86","87,246.55",58,0,0
E01017363,"456,473.87","77,606.44",78,1,0
E01017364,"457,171.83","77,948.22",59,0,0
E01017365,"454,802.41","77,033.07",68,0,0
E01017366,"455,470.08","77,892.61",38,1,0
E01017367,"454,285.24","92,434.59",51,0,0
E01017368,"454,123.78","91,711.81",37,0,0
E01017369,"452,727.27","81,603.79",63,0,0
E01017370,"455,085.53","79,941.31",58,1,0
E01017371,"503,581.25","237,247.85",20,0,0
E01017372,"503,812.77","237,488.80",30,0,0
E01017373,"502,548.61","237,424.32",38,0,0
E01017374,"503,502.60","238,278.69",42,0,0
E01017375,"503,335.45","237,802.88",42,0,0
E01017376,"519,097.41","235,361.84",32,0,0
E01017377,"519,376.09","237,415.03",35,0,0
E01017378,"519,333.76","236,495.48",29,0,0
E01017379,"494,180.15","236,178.23",40,0,0
E01017380,"494,015.45","235,736.88",49,0,0
E01017381,"519,936.59","243,382.71",34,0,0
E01017382,"519,773.14","244,050.76",21,0,0
E01017383,"519,528.03","244,255.97",34,0,0
E01017384,"519,324.42","244,941.45",31,0,0
E01017385,"518,937.56","244,700.05",57,0,0
E01017386,"518,963.03","243,887.28",32,0,0
E01017387,"519,001.15","245,542.19",26,0,0
E01017388,"519,436.12","245,335.72",25,0,0
E01017389,"520,538.89","243,967.53",38,0,0
E01017390,"519,897.89","245,218.74",38,0,0
E01017391,"516,767.54","238,949.46",28,0,0
E01017392,"516,229.86","238,967.43",35,0,0
E01017393,"514,060.63","236,595.60",35,0,0
E01017394,"496,266.64","242,982.36",25,0,0
E01017397,"495,701.00","242,284.58",36,0,0
E01017398,"505,942.59","234,701.47",58,0,0
E01017399,"503,044.10","235,978.97",31,0,0
E01017400,"503,780.27","235,335.50",26,0,0
E01017401,"503,397.00","235,338.00",21,0,0
E01017402,"503,873.26","234,748.61",38,0,0
E01017403,"503,340.66","234,397.00",29,0,0
E01017404,"502,562.28","234,455.15",40,0,0
E01017405,"502,971.00","234,639.16",38,0,0
E01017406,"502,373.34","235,453.31",29,0,0
E01017407,"502,899.80","235,017.20",44,0,0
E01017408,"505,311.00","231,335.00",2,0,0
E01017410,"509,197.70","241,612.33",33,0,0
E01017411,"504,409.40","241,666.38",45,0,0
E01017412,"515,068.93","242,900.06",69,0,0
E01017413,"518,431.75","239,847.95",44,0,0
E01017414,"518,665.78","241,329.93",41,0,0
E01017415,"517,638.27","238,212.13",45,0,0
E01017416,"499,312.91","239,911.78",55,0,0
E01017417,"499,201.31","242,057.69",48,0,0
E01017418,"499,521.27","241,411.21",33,0,0
E01017419,"506,428.07","237,687.77",44,0,0
E01017420,"505,352.00","237,978.39",31,0,0
E01017421,"508,819.63","238,213.14",43,0,0
E01017422,"516,218.58","245,845.37",38,0,0
E01017423,"515,782.63","252,184.21",43,0,0
E01017424,"515,181.65","248,002.09",43,0,0
E01017425,"523,079.98","244,710.33",40,0,0
E01017426,"524,796.81","248,269.29",42,0,0
E01017427,"521,077.58","250,088.53",43,0,0
E01017428,"522,297.13","249,583.06",31,0,0
E01017429,"522,149.96","249,205.38",26,0,0
E01017430,"516,567.90","249,602.59",29,0,0
E01017431,"517,297.92","248,940.32",37,0,0
E01017432,"516,950.42","248,561.03",36,0,0
E01017433,"517,001.50","249,996.50",20,1,0
E01017434,"517,017.00","249,694.79",28,0,0
E01017435,"517,442.36","249,633.40",45,0,0
E01017436,"516,891.94","250,490.70",47,0,0
E01017437,"514,245.79","239,302.47",34,0,0
E01017438,"514,834.89","239,028.06",35,0,0
E01017439,"513,672.39","238,761.47",38,0,0
E01017440,"514,761.67","238,684.83",24,0,0
E01017441,"511,914.60","237,478.67",43,0,0
E01017442,"515,819.33","235,095.30",43,0,0
E01017443,"516,877.40","235,611.48",52,0,0
E01017444,"509,095.00","232,084.00",1,0,0
E01017445,"508,134.78","235,638.69",51,0,0
E01017449,"521,653.00","240,193.00",1,0,0
E01017450,"502,951.90","232,577.60",60,0,0
E01017451,"497,164.04","233,682.02",53,0,0
E01017452,"493,735.60","234,089.16",43,0,0
E01017453,"505,389.83","252,615.40",40,0,0
E01017454,"505,720.51","252,491.88",43,0,0
E01017455,"505,163.54","252,176.97",35,0,0
E01017456,"505,739.70","251,579.08",37,0,0
E01017457,"505,094.32","251,679.68",25,0,0
